time,flux,flux_err
2459116.1385020614,1.0001404095265425,0.0025933385
2459116.13989099,1.0002775078336685,0.0025902672
2459116.1412799195,1.0041780069778636,0.0025938198
2459116.1426688484,0.998528476957649,0.0025913601
2459116.144057777,0.9996836077843503,0.0025905368
2459116.145446706,1.0007555094451526,0.0025932814
2459116.1468356354,0.9978558219524475,0.002589097
2459116.1482245643,0.9999907152812353,0.002589959
2459116.149613493,0.9994182194434476,0.0025950142
2459116.151002422,1.0009140244447567,0.0025929199
2459116.152391351,1.0038509302705867,0.0025914984
2459116.15378028,1.0001730369285224,0.0025933417
2459116.1551692085,1.0017863444190338,0.0025923704
2459116.1565581374,1.0027413527414701,0.0025926507
2459116.1579470662,1.000406161872991,0.0025917187
2459116.159335995,1.0023171718265926,0.0025917226
2459116.160724924,0.9988284826190199,0.0025899943
2459116.162113853,1.002361794208431,0.0025929047
2459116.1635027817,1.0000604066319703,0.002590664
2459116.1648917105,0.9989933198448339,0.002591758
2459116.16628064,0.9996347338722565,0.0025894172
2459116.167669568,0.9985932787116846,0.0025922982
2459116.169058497,1.0003418643579658,0.0025934724
2459116.170447426,0.9969191807866631,0.0025930183
2459116.1718363543,0.9979372980230161,0.0025915971
2459116.173225283,0.9993897160471759,0.0025897077
2459116.174614212,1.0006976348744785,0.0025916256
2459116.176003141,0.9990327544848906,0.0025920621
2459116.1773920697,1.0016882748870062,0.0025925145
2459116.1787809986,1.0022141960881323,0.0025946209
2459116.180169927,1.0010444180748506,0.0025899301
2459116.181558856,1.0005920408391031,0.0025920344
2459116.1829477847,0.997233414401987,0.0025890749
2459116.184336713,0.9971965987312168,0.0025880591
2459116.185725642,1.0022599138533668,0.0025920514
2459116.1871145708,0.9982161697477099,0.002591277
2459116.1885035,1.0005197664244525,0.0025913497
2459116.189892428,0.9998443938780488,0.0025921946
2459116.191281357,1.0028660221134018,0.0025937764
2459116.1926702857,1.000217451116236,0.0025931557
2459116.194059214,1.0013128809000391,0.0025937983
2459116.195448143,1.001892611449323,0.002593962
2459116.196837072,0.9990925427826418,0.0025934337
2459116.1982260006,0.9958571348713738,0.0025867359
2459116.199614929,0.9980415477353834,0.0025889748
2459116.2010038574,0.9955499813653084,0.0025891557
2459116.2023927863,0.9970678457532264,0.0025885014
2459116.2037817147,0.9939859509106781,0.0025890311
2459116.2051706435,0.9993049468217464,0.0025943746
2459116.2065595724,0.9930946235084034,0.002586378
2459116.2079485008,0.9893660809245021,0.002583517
2459116.209337429,0.9902306191150816,0.0025852683
2459116.210726358,0.9922303880620392,0.0025850455
2459116.2121152864,0.9901378177313143,0.0025829119
2459116.2135042152,0.9900992881723524,0.0025886141
2459116.214893144,0.9893663093355972,0.0025830853
2459116.2162820725,0.9884766212514918,0.0025831028
2459116.217671001,0.9880869039034151,0.002582025
2459116.2190599293,0.9927700172742895,0.0025859666
2459116.220448858,0.988317351398524,0.0025825095
2459116.2218377865,0.9947120062289376,0.0025859701
2459116.223226715,0.9889302218047403,0.0025822532
2459116.224615644,0.9868911180949259,0.0025847536
2459116.226004572,0.9902495851069192,0.0025838411
2459116.2273935005,0.9869019328425893,0.0025834646
2459116.228782429,0.9908902412915143,0.0025858136
2459116.2301713573,0.9882139104523697,0.0025825014
2459116.231560286,0.9914798103075876,0.0025844811
2459116.2329492145,0.9923292208827024,0.0025839056
2459116.234338143,0.9899275521330695,0.0025836695
2459116.2357270718,0.9839251741184999,0.0025796278
2459116.237116,0.9915466867870096,0.0025866155
2459116.2385049285,0.9914150701196809,0.0025847559
2459116.2398938565,0.9905416041572732,0.0025818096
2459116.2412827853,0.983692428896504,0.0025800141
2459116.2426717137,0.988128964273981,0.0025832702
2459116.244060642,0.9884293003512599,0.0025829144
2459116.2454495705,0.9846560770975481,0.0025827908
2459116.246838499,0.9932947545077075,0.0025871221
2459116.2482274272,0.9849291725533738,0.0025819794
2459116.249616356,0.9885403712910904,0.0025832569
2459116.251005284,0.9894783006686684,0.0025845787
2459116.2523942124,0.9920134606795187,0.0025850276
2459116.253783141,0.9859391413641575,0.0025819496
2459116.255172069,0.9870762726907816,0.0025816194
2459116.2565609976,0.9933484046558106,0.0025843843
2459116.257949926,0.9856207172256133,0.0025804485
2459116.2593388543,0.9896029004569219,0.0025839987
2459116.2607277827,0.991365944314896,0.002582405
2459116.2621167107,0.987483118785523,0.0025825186
2459116.263505639,0.9857940338828846,0.0025817093
2459116.2648945674,0.9876909595619607,0.0025834893
2459116.266283496,0.9871595758779512,0.0025841147
2459116.267672424,0.9919883327970552,0.0025850642
2459116.2690613526,0.9898195602856277,0.0025835531
2459116.2704502805,0.9851547783910966,0.0025828893
2459116.271839209,0.9912866070955233,0.0025843121
2459116.2732281373,0.9888975963868658,0.0025815037
2459116.2746170657,0.9907303262596235,0.0025823722
2459116.2760059936,0.986869796699247,0.0025814436
2459116.277394922,0.9899530276878463,0.0025835326
2459116.2787838504,0.9895469992758824,0.0025825475
2459116.2801727788,0.9927122514259528,0.0025847012
2459116.2815617067,0.9896535241223646,0.002587032
2459116.282950635,0.9901513573416258,0.0025885885
2459116.284339563,0.9876553511341385,0.0025815668
2459116.2857284914,0.9928217154773995,0.0025852257
2459116.28711742,0.9923670003680124,0.0025838495
2459116.288506348,0.9879384457597501,0.0025822069
2459116.289895276,0.9889249116715347,0.0025839407
2459116.291284204,0.9898617180967068,0.0025828476
2459116.2926731324,0.9896047149976883,0.0025843775
2459116.2940620603,0.9909091124301768,0.0025831449
2459116.2954509887,0.989945020369803,0.0025832453
2459116.2968399166,0.9843622787837619,0.0025837936
2459116.298228845,0.9973074676896904,0.0025903976
2459116.299617773,0.9862470070603095,0.0025787919
2459116.3010067013,0.9915014068729479,0.0025832832
2459116.302395629,0.9945766671762349,0.002588358
2459116.303784557,0.993455397937098,0.0025907145
2459116.305173485,0.9960750891493316,0.0025859822
2459116.306562413,0.998021730806512,0.0025889035
2459116.3079513414,0.9956671329163933,0.0025909299
2459116.30934027,0.9954137054569664,0.002589877
2459116.3107291977,0.9997243484072413,0.002588548
2459116.3121181256,0.9954188617746533,0.0025864758
2459116.313507054,0.993033505564766,0.0025843452
2459116.314895982,1.0007978997470168,0.002592819
2459116.3162849103,0.9936403143056033,0.0025903452
2459116.317673838,1.002132969282143,0.0025956423
2459116.319062766,0.9965858346496663,0.0025902556
2459116.3204516945,1.0000123404113168,0.0025936007
2459116.321840622,0.99934022654303,0.0025916419
2459116.3232295504,1.0027402130687735,0.0025952482
2459116.3246184783,1.0003388999654297,0.002591827
2459116.326007406,1.0029884872360693,0.0025911806
2459116.327396334,0.9977185548770273,0.0025890926
2459116.3287852625,0.9993287628919965,0.0025917459
2459116.3301741905,1.0007066512620009,0.002594308
2459116.3315631184,0.9986883299911611,0.0025887496
2459116.334340974,0.9960249385130866,0.0025908232
2459116.335729902,0.9964973882993649,0.002588867
2459116.33711883,1.0034011984323012,0.0025920004
2459116.338507758,1.0013518889099,0.0025909946
2459116.339896686,0.9986602197298343,0.0025891589
2459116.341285614,0.9984839308895769,0.0025903224
2459116.3426745418,1.001215262386813,0.002593036
2459116.3440634697,1.0038081542194635,0.0025930782
2459116.3454523976,1.0018039463852566,0.0025909059
2459116.346841325,0.998984138874587,0.0025917417
2459116.348230253,1.0001901316979294,0.0025910577
2459116.3496191814,0.9996116248518472,0.0025903808
2459116.3510081093,1.0001618183207,0.0025908183
2459116.352397037,1.0003391121079717,0.0025924817
2459116.353785965,0.9949540162108143,0.0025874218
2459116.355174893,0.9990818006265287,0.0025928617
2459116.356563821,0.9981574053531199,0.0025897073
2459116.3579527484,1.0040447903858407,0.0025932656
2459116.3593416763,0.9994063857294972,0.0025949734
2459116.3607306043,0.9985051013791124,0.0025895776
2459116.362119532,1.001423577332869,0.0025906831
2459116.36350846,1.0007698735891482,0.0025932558
2459116.364897388,1.0001891701462118,0.0025926617
2459116.3662863155,0.9995940669979195,0.0025911995
2459116.3676752434,0.9969134541509934,0.0025928607
2459116.369064171,0.9984185016044862,0.0025897154
2459116.370453099,0.9939857893472017,0.0025885988
2459116.3718420267,1.0021022573835054,0.0025929273
2459116.373230954,0.9962993457128788,0.002586138
2459116.374619882,1.0006993543368772,0.002592724
2459122.063634132,1.0071527492752486,0.0025950966
2459122.065023045,1.0016708831704226,0.0025884316
2459122.066411959,1.0003769216024085,0.0025948531
2459122.067800873,1.0013613646409834,0.0025874884
2459122.0691897864,0.9989139821522738,0.0025873641
2459122.0705787,1.0026084642549633,0.0025882821
2459122.0719676134,1.002227720886301,0.0025907541
2459122.073356527,1.0058527819773664,0.0025906737
2459122.074745441,0.9972132376604879,0.0025882544
2459122.0761343543,1.000418417759814,0.0025877932
2459122.077523268,1.0011989924139568,0.0025867489
2459122.0789121813,1.0042910715500175,0.0025945532
2459122.0803010957,0.9985014551291046,0.002588412
2459122.0816900088,0.9989573431799519,0.0025862476
2459122.0830789222,0.9953721657012091,0.0025861738
2459122.084467836,1.0026000326188478,0.0025931869
2459122.085856749,1.001702233995114,0.002589009
2459122.0872456627,1.0001422398133393,0.0025878637
2459122.0886345766,1.0087494499981684,0.002593956
2459122.09002349,1.0042437646370332,0.0025925944
2459122.091412404,1.0008898836113165,0.0025880749
2459122.092801317,1.0019350070014537,0.0025899499
2459122.0941902306,1.0022130347840472,0.0025891783
2459122.0955791445,0.9993309368602367,0.0025887147
2459122.0969680576,1.0022578033170788,0.0025896893
2459122.0983569715,0.9958822041546465,0.0025881832
2459122.099745885,1.002218589198234,0.0025877219
2459122.1011347985,0.9995513386307693,0.0025871003
2459122.102523712,1.0025774923547532,0.0025894353
2459122.103912625,1.0046155503335574,0.0025883527
2459122.105301539,0.9997550125376289,0.0025866823
2459122.1066904524,1.0026492790612413,0.0025875468
2459122.1080793664,0.9990692797545309,0.0025905392
2459122.1094682794,0.9961866747137166,0.0025880744
2459122.1108571934,1.0012313038436158,0.0025876332
2459122.112246107,1.0001396872351318,0.0025861943
2459122.1136350203,1.004236474809614,0.0025902921
2459122.115023934,1.0001998664581988,0.0025908796
2459122.116412848,0.9999195623863923,0.0025850639
2459122.117801761,0.9971285924004464,0.00258751
2459122.1191906743,0.9989673664747849,0.0025888663
2459122.120579588,0.9981344847800734,0.0025859913
2459122.121968501,0.9999467871080951,0.0025903378
2459122.1233574147,0.9970550735097249,0.002585608
2459122.124746328,0.9980796040470709,0.0025864602
2459122.1261352417,0.9980178986452477,0.0025870467
2459122.127524156,0.997983867255564,0.0025852062
2459122.1289130687,0.9955350698896688,0.0025874714
2459122.130301982,0.9929209265966529,0.0025836828
2459122.131690896,0.9945867072518889,0.0025874472
2459122.133079809,0.9914358419419175,0.0025819966
2459122.1344687226,0.9928419306415328,0.0025815007
2459122.1358576366,0.9932025032487691,0.0025842485
2459122.1372465496,0.9926853398532987,0.0025779083
2459122.138635463,0.9861754604296679,0.0025776369
2459122.1400243766,0.9946703449346954,0.0025833442
2459122.14141329,0.9876663632621338,0.0025814278
2459122.1428022035,0.9868753855876575,0.0025784862
2459122.144191117,0.9907691018010394,0.0025833265
2459122.1455800305,0.9856723018005463,0.0025777041
2459122.146968944,0.993906675751306,0.0025808876
2459122.148357857,0.9869155835281296,0.0025779987
2459122.149746771,0.9899259151041581,0.0025798553
2459122.1511356845,0.9909789505666808,0.00258333
2459122.152524598,0.9886773898408607,0.0025807838
2459122.1539135114,0.9910968728231807,0.002583557
2459122.155302425,0.9894966796801986,0.0025827412
2459122.1566913384,0.9863949303083857,0.0025811093
2459122.158080252,0.9865523046036357,0.002579743
2459122.1594691654,0.9917283427314273,0.0025821265
2459122.1608580784,0.9890438945661771,0.0025798141
2459122.162246992,0.9880261801448441,0.0025789936
2459122.1636359054,0.9902600793384932,0.0025804373
2459122.165024819,0.984530512313998,0.00257696
2459122.1664137323,0.9925582889660379,0.0025819663
2459122.167802646,0.9884406692849934,0.0025781693
2459122.16919156,0.9920693331902345,0.0025818711
2459122.170580473,0.9853721507733619,0.002577713
2459122.1719693863,0.9926705520068325,0.0025834399
2459122.1733583,0.9920419067545774,0.0025852716
2459122.174747213,0.9898177651685593,0.0025814464
2459122.1761361263,0.9900505371932308,0.0025807151
2459122.17752504,0.9867907727075899,0.0025767107
2459122.178913953,0.9873341418928934,0.0025780958
